 19:22:05,0.000,0.000,0.000
 19:22:05,0.568,-0.292,0.796
 19:22:05,0.576,-0.304,0.788
 19:22:05,0.568,-0.292,0.788
 19:22:05,0.580,-0.300,0.800
 19:22:05,0.572,-0.296,0.788
 19:22:05,0.572,-0.296,0.788
 19:22:05,0.576,-0.296,0.792
 19:22:05,0.572,-0.292,0.792
 19:22:05,0.576,-0.296,0.804
 19:22:05,0.576,-0.296,0.792
 19:22:06,0.568,-0.292,0.792
 19:22:06,0.572,-0.296,0.784
 19:22:06,0.576,-0.300,0.792
 19:22:06,0.572,-0.296,0.788
 19:22:06,0.576,-0.288,0.792
 19:22:06,0.576,-0.300,0.792
 19:22:06,0.568,-0.296,0.792
 19:22:06,0.576,-0.300,0.792
 19:22:06,0.568,-0.288,0.788
 19:22:06,0.572,-0.292,0.792
 19:22:06,0.572,-0.288,0.784
 19:22:06,0.572,-0.300,0.788
 19:22:06,0.576,-0.296,0.788
 19:22:06,0.576,-0.292,0.788
 19:22:06,0.576,-0.292,0.788
 19:22:06,0.576,-0.296,0.788
 19:22:06,0.576,-0.292,0.792
 19:22:06,0.580,-0.296,0.792
 19:22:06,0.572,-0.292,0.784
 19:22:06,0.576,-0.304,0.792
 19:22:06,0.576,-0.300,0.788
 19:22:06,0.576,-0.296,0.780
 19:22:06,0.576,-0.296,0.788
 19:22:06,0.580,-0.296,0.784
 19:22:07,0.576,-0.304,0.788
 19:22:07,0.576,-0.296,0.792
 19:22:07,0.576,-0.292,0.784
 19:22:07,0.576,-0.296,0.792
 19:22:07,0.584,-0.296,0.792
 19:22:07,0.572,-0.304,0.788
 19:22:07,0.572,-0.292,0.792
 19:22:07,0.580,-0.296,0.792
 19:22:07,0.572,-0.304,0.792
 19:22:07,0.580,-0.296,0.788
 19:22:07,0.576,-0.296,0.792
 19:22:07,0.576,-0.304,0.788
 19:22:07,0.572,-0.300,0.792
 19:22:07,0.580,-0.300,0.792
 19:22:07,0.572,-0.300,0.788
 19:22:07,0.572,-0.296,0.788
 19:22:07,0.572,-0.300,0.788
 19:22:07,0.568,-0.296,0.784
 19:22:07,0.572,-0.296,0.792
 19:22:07,0.572,-0.296,0.800
 19:22:07,0.576,-0.300,0.792
 19:22:07,0.568,-0.288,0.788
 19:22:07,0.576,-0.296,0.792
 19:22:07,0.572,-0.300,0.788
 19:22:08,0.580,-0.296,0.796
 19:22:08,0.568,-0.296,0.792
 19:22:08,0.572,-0.296,0.796
 19:22:08,0.576,-0.300,0.784
 19:22:08,0.584,-0.296,0.796
 19:22:08,0.576,-0.292,0.784
 19:22:08,0.576,-0.292,0.788
 19:22:08,0.576,-0.296,0.788
 19:22:08,0.580,-0.300,0.796
 19:22:08,0.576,-0.300,0.792
 19:22:08,0.572,-0.300,0.784
 19:22:08,0.572,-0.296,0.784
 19:22:08,0.580,-0.292,0.784
 19:22:08,0.568,-0.300,0.796
 19:22:08,0.564,-0.296,0.800
 19:22:08,0.564,-0.304,0.780
 19:22:08,0.572,-0.300,0.812
 19:22:08,0.572,-0.280,0.780
 19:22:08,0.588,-0.304,0.796
 19:22:08,0.564,-0.296,0.784
 19:22:08,0.568,-0.300,0.788
 19:22:08,0.576,-0.300,0.792
 19:22:08,0.564,-0.304,0.796
 19:22:08,0.568,-0.280,0.804
 19:22:09,0.580,-0.296,0.796
 19:22:09,0.560,-0.300,0.796
 19:22:09,0.560,-0.288,0.796
 19:22:09,0.556,-0.272,0.780
 19:22:09,0.568,-0.300,0.796
 19:22:09,0.564,-0.308,0.788
 19:22:09,0.564,-0.284,0.788
 19:22:09,0.568,-0.292,0.792
 19:22:09,0.564,-0.272,0.780
 19:22:09,0.584,-0.308,0.796
 19:22:09,0.576,-0.300,0.788
 19:22:09,0.568,-0.284,0.764
 19:22:09,0.536,-0.320,0.808
 19:22:09,0.604,-0.336,0.784
 19:22:09,0.580,-0.292,0.768
 19:22:09,0.556,-0.320,0.856
 19:22:09,0.604,-0.296,0.736
 19:22:09,0.576,-0.304,0.764
 19:22:09,0.568,-0.300,0.824
 19:22:09,0.592,-0.284,0.772
 19:22:09,0.580,-0.276,0.724
 19:22:09,0.552,-0.312,0.776
 19:22:09,0.592,-0.332,0.808
